IRIS,Taux de pauvreté,Nom IRIS,Commune,geometry
381850406,,Reynies,Grenoble,"POLYGON ((5.718172220365847 45.177917128639166, 5.718243631526015 45.17815414076641, 5.7182716213646705 45.17817958653768, 5.718416705699346 45.178281463643586, 5.718839897159378 45.17857477447619, 5.719387647930001 45.178966856085935, 5.719947953822139 45.17938115298897, 5.720271961795118 45.17962552191979, 5.720443343518134 45.17935196038063, 5.720687995634496 45.178987418304914, 5.720917287459144 45.17869983089895, 5.721429170741393 45.178094524428424, 5.7217208869921174 45.177807214873894, 5.722218407927247 45.177325684965105, 5.722675076486843 45.17694695677176, 5.722882064803967 45.17677703271416, 5.723067774488538 45.17664096263614, 5.723438094443832 45.176372452132554, 5.724174515006095 45.175905804390986, 5.724550487403278 45.17570111952608, 5.724668545955121 45.17569283141789, 5.724773751320457 45.17570828174099, 5.724835041818219 45.1757374175606, 5.724860878388318 45.17566651252345, 5.725152432524735 45.175376494525565, 5.725437977184239 45.1751460852557, 5.725493030891212 45.175073565539364, 5.725448934011421 45.17497914169719, 5.72541067142834 45.1748737639418, 5.725316068216645 45.17460578904518, 5.724454806169886 45.17212217716686, 5.7243266034786675 45.17173970055698, 5.723965964083625 45.1718665291303, 5.722614460347884 45.17223016079738, 5.7185903755774286 45.17334634147977, 5.716878967154196 45.173827684131375, 5.716801007750705 45.1738485020403, 5.71683583307747 45.17393594704179, 5.717032756623204 45.17457983487881, 5.717160344368046 45.17497674919275, 5.717675018006673 45.17649582844491, 5.717752085850472 45.17671828778522, 5.717997288611317 45.1773853246937, 5.718172220365847 45.177917128639166))"
381850407,24.9,Ferrié-Stalingrad,Grenoble,"POLYGON ((5.724773751320457 45.17570828174099, 5.724668545955121 45.17569283141789, 5.724550487403278 45.17570111952608, 5.724174515006095 45.175905804390986, 5.723438094443832 45.176372452132554, 5.723067774488538 45.17664096263614, 5.722882064803967 45.17677703271416, 5.722675076486843 45.17694695677176, 5.722218407927247 45.177325684965105, 5.7217208869921174 45.177807214873894, 5.721429170741393 45.178094524428424, 5.720917287459144 45.17869983089895, 5.720687995634496 45.178987418304914, 5.720443343518134 45.17935196038063, 5.720271961795118 45.17962552191979, 5.720345538121865 45.17969760642089, 5.721078077121748 45.179437392685365, 5.723765440885016 45.1792439025627, 5.723738110296877 45.17933646662433, 5.7244233456250475 45.1793602837329, 5.724686243118345 45.17937008275949, 5.725470503977998 45.17938697103534, 5.726240417736404 45.17939699666768, 5.726140177923967 45.179013837714756, 5.725994596621279 45.178354293030765, 5.725985364879466 45.17811306338901, 5.726013338350655 45.177877231631825, 5.726019739957277 45.17782572100078, 5.726072009020639 45.17746136059993, 5.7261224419842165 45.177189843079894, 5.726160862708585 45.177037544622976, 5.7262120460707875 45.17683358012305, 5.726228138240849 45.17671966708001, 5.72618447618827 45.17660811472507, 5.725706008611193 45.17607022164145, 5.724814866712742 45.175846024300895, 5.724835041818219 45.1757374175606, 5.724773751320457 45.17570828174099))"
381850408,9.7,Peretto,Grenoble,"POLYGON ((5.731642004757693 45.180627158777455, 5.731681321260252 45.18015499715525, 5.73169442964622 45.17985015364446, 5.731716961022743 45.17924325974256, 5.731750750161932 45.17829372769688, 5.731739994611279 45.17653803140404, 5.731734896101677 45.17648590088064, 5.731737315302552 45.17627501844937, 5.7316217059441525 45.176489572511834, 5.731581970382367 45.176562621444155, 5.73134024383815 45.176881168939296, 5.731016047424358 45.17728462183447, 5.730700792418564 45.177662628220276, 5.728253109983419 45.177754026528845, 5.727260988342002 45.17762781726968, 5.726425630613073 45.1769815241067, 5.726324892111112 45.17690109760604, 5.726240557841069 45.17676531222176, 5.726228138240849 45.17671966708001, 5.7262120460707875 45.17683358012305, 5.726160862708585 45.177037544622976, 5.7261224419842165 45.177189843079894, 5.726072009020639 45.17746136059993, 5.726019739957277 45.17782572100078, 5.726013338350655 45.177877231631825, 5.725985364879466 45.17811306338901, 5.725994596621279 45.178354293030765, 5.726140177923967 45.179013837714756, 5.726240417736404 45.17939699666768, 5.726469414678295 45.18009504639191, 5.726604283679561 45.18056114783326, 5.7268042836416155 45.181213056136215, 5.728038758790852 45.18100540037741, 5.728275946699244 45.18095815856622, 5.72849277585732 45.180911413966214, 5.728601234286254 45.18088894138667, 5.728900592616404 45.18083657441403, 5.729435207577777 45.18074962288891, 5.729563455216026 45.180741080652226, 5.73105688195639 45.18064508250041, 5.731105144697467 45.18064209955766, 5.731642004757693 45.180627158777455))"
381850409,15.0,Bajatière Ouest,Grenoble,"POLYGON ((5.734190008995983 45.17319225026278, 5.7323297558803326 45.17320628132903, 5.732095447350953 45.173207513439266, 5.7319260220023445 45.17320715662469, 5.731817751253065 45.173207104366085, 5.731788953963732 45.1733474571006, 5.731767961330531 45.173465094936624, 5.731767847953751 45.17356690543787, 5.7317776041959405 45.173662167658236, 5.731806096392199 45.17377589123973, 5.7317390232554155 45.176257858517204, 5.731737315302552 45.17627501844937, 5.731734896101677 45.17648590088064, 5.731739994611279 45.17653803140404, 5.731750750161932 45.17829372769688, 5.731716961022743 45.17924325974256, 5.73169442964622 45.17985015364446, 5.731681321260252 45.18015499715525, 5.731642004757693 45.180627158777455, 5.732876314332846 45.18062487063917, 5.7342775268922725 45.18062298470095, 5.7349234205106425 45.18062337590483, 5.735461112652617 45.17953355568391, 5.7370168303892815 45.176499733363634, 5.737312231814218 45.17589965888072, 5.737341170767699 45.17584038689684, 5.737591447876154 45.1753333159685, 5.737613502815715 45.175289529035034, 5.737997815085527 45.17452870312667, 5.738133515762533 45.1742568886522, 5.738656575714769 45.173208854586534, 5.738551900902034 45.17320421582736, 5.738370540070185 45.17319425118786, 5.734190008995983 45.17319225026278))"
381850410,10.8,Bajatière Est,Grenoble,"POLYGON ((5.735461112652617 45.17953355568391, 5.7349234205106425 45.18062337590483, 5.73500884677096 45.18062488629278, 5.73771461451629 45.18062431534284, 5.737811404051097 45.18062374292757, 5.741026381116974 45.18058987693528, 5.741595391845954 45.1805551784562, 5.741758968024402 45.180332227084506, 5.7419200329251785 45.18008411030702, 5.742144196320913 45.17961641092797, 5.742196624701743 45.179490790421475, 5.742510861163059 45.17867851271077, 5.7425300152229 45.17862758832852, 5.742853084261629 45.17776193595884, 5.742997105023786 45.177374587798326, 5.742838179415388 45.177328941231885, 5.7416241350567105 45.17699028133419, 5.739884164213782 45.17652487383442, 5.738476238443157 45.176180129123615, 5.737312231814218 45.17589965888072, 5.7370168303892815 45.176499733363634, 5.735461112652617 45.17953355568391))"
381850411,14.8,Capuche,Grenoble,"POLYGON ((5.731788953963732 45.1733474571006, 5.731817751253065 45.173207104366085, 5.731751331655068 45.17320332462807, 5.73122929021008 45.17325934880529, 5.730950154161626 45.173307624270734, 5.729909678577271 45.17351958007069, 5.72974096000432 45.173559745490685, 5.729244936692114 45.17367909142242, 5.72902129461266 45.17374222186293, 5.728902015920449 45.17377757309215, 5.72880787388949 45.17380600284875, 5.728360018609168 45.17394669067039, 5.727848375958186 45.17411145972779, 5.727436226615302 45.17425307281148, 5.727148489331836 45.17436011066128, 5.726601132879777 45.174576199900685, 5.726105363567845 45.174779313794396, 5.725604021924344 45.17502490621431, 5.725493030891212 45.175073565539364, 5.725437977184239 45.1751460852557, 5.725152432524735 45.175376494525565, 5.724860878388318 45.17566651252345, 5.724835041818219 45.1757374175606, 5.724814866712742 45.175846024300895, 5.725706008611193 45.17607022164145, 5.72618447618827 45.17660811472507, 5.726228138240849 45.17671966708001, 5.726240557841069 45.17676531222176, 5.726324892111112 45.17690109760604, 5.726425630613073 45.1769815241067, 5.727260988342002 45.17762781726968, 5.728253109983419 45.177754026528845, 5.730700792418564 45.177662628220276, 5.731016047424358 45.17728462183447, 5.73134024383815 45.176881168939296, 5.731581970382367 45.176562621444155, 5.7316217059441525 45.176489572511834, 5.731737315302552 45.17627501844937, 5.7317390232554155 45.176257858517204, 5.731806096392199 45.17377589123973, 5.7317776041959405 45.173662167658236, 5.731767847953751 45.17356690543787, 5.731767961330531 45.173465094936624, 5.731788953963732 45.1733474571006))"
381850412,24.3,Alliés-Clos d'Or,Grenoble,"POLYGON ((5.725955638667651 45.16902589632061, 5.725456452045221 45.16858401158696, 5.725143669347228 45.168307851935545, 5.723932663697407 45.16724186769648, 5.723500273207506 45.16686321278142, 5.723362117245019 45.16750355566402, 5.723141924744865 45.169752292572284, 5.723073274604314 45.169833251442064, 5.723007430724912 45.16986729243016, 5.7238176984810245 45.17096829762041, 5.7240585910603725 45.17128495720662, 5.724182438370104 45.17144770855877, 5.724290406605825 45.17162436171867, 5.7243266034786675 45.17173970055698, 5.724454806169886 45.17212217716686, 5.725316068216645 45.17460578904518, 5.72541067142834 45.1748737639418, 5.725448934011421 45.17497914169719, 5.725493030891212 45.175073565539364, 5.725604021924344 45.17502490621431, 5.726105363567845 45.174779313794396, 5.726601132879777 45.174576199900685, 5.727148489331836 45.17436011066128, 5.727436226615302 45.17425307281148, 5.727848375958186 45.17411145972779, 5.728360018609168 45.17394669067039, 5.72880787388949 45.17380600284875, 5.728902015920449 45.17377757309215, 5.72902129461266 45.17374222186293, 5.729244936692114 45.17367909142242, 5.72974096000432 45.173559745490685, 5.729909678577271 45.17351958007069, 5.730950154161626 45.173307624270734, 5.73122929021008 45.17325934880529, 5.731751331655068 45.17320332462807, 5.731817751253065 45.173207104366085, 5.731847164847845 45.173079349882975, 5.731920099049042 45.172721687814985, 5.731935204904597 45.17256184927584, 5.73200317719219 45.17074926955097, 5.73197652846831 45.16895522431524, 5.731937474668194 45.16888590621126, 5.731808427471707 45.168929608545696, 5.731625603311139 45.168993547244504, 5.7314806343242894 45.16905025229853, 5.73092334568143 45.16927021109341, 5.726777412825148 45.16976171483853, 5.725955638667651 45.16902589632061))"
381850413,14.0,Alpins,Grenoble,"POLYGON ((5.71654991640469 45.17313836164917, 5.716710349506695 45.17360835428911, 5.716751839917389 45.17372807115121, 5.716801007750705 45.1738485020403, 5.716878967154196 45.173827684131375, 5.7185903755774286 45.17334634147977, 5.722614460347884 45.17223016079738, 5.723965964083625 45.1718665291303, 5.7243266034786675 45.17173970055698, 5.724290406605825 45.17162436171867, 5.724182438370104 45.17144770855877, 5.7240585910603725 45.17128495720662, 5.7238176984810245 45.17096829762041, 5.723007430724912 45.16986729243016, 5.722608934760792 45.16945266934056, 5.7194310687789836 45.168822919375934, 5.71741516209776 45.16916844337102, 5.716368875270498 45.16986242126856, 5.715898542751247 45.170169380283035, 5.71559211010937 45.170337206651055, 5.715725428822922 45.170695241568325, 5.716144421225283 45.17189861877726, 5.71654991640469 45.17313836164917))"
381850414,12.8,Beauvert,Grenoble,"POLYGON ((5.71284545251343 45.16387577240108, 5.712997727041066 45.164257673828104, 5.713164914248123 45.164658132326494, 5.71331609990993 45.165017536363145, 5.713677016619753 45.165866458084395, 5.714266805053211 45.16723145894716, 5.7154036617166994 45.16989312145963, 5.71559211010937 45.170337206651055, 5.715898542751247 45.170169380283035, 5.716368875270498 45.16986242126856, 5.71741516209776 45.16916844337102, 5.7194310687789836 45.168822919375934, 5.722608934760792 45.16945266934056, 5.723007430724912 45.16986729243016, 5.723073274604314 45.169833251442064, 5.723141924744865 45.169752292572284, 5.723362117245019 45.16750355566402, 5.723500273207506 45.16686321278142, 5.723352049897117 45.16672267886965, 5.722699683822088 45.1661421718931, 5.721756514184754 45.16531739128561, 5.720855820955085 45.162462635183694, 5.720184797073317 45.160504123235654, 5.720191958286651 45.160075999269836, 5.719622568137867 45.16022952735829, 5.717464523068709 45.16104971820018, 5.716630004411555 45.16140789596362, 5.715749194366719 45.16183566585979, 5.714818091139081 45.16238177507769, 5.714531043618071 45.16252840577736, 5.714074984152399 45.16276113316054, 5.71352026973938 45.16303409768137, 5.712742761575681 45.16338725487435, 5.712680297863223 45.16341219812966, 5.712680341579011 45.16341309801051, 5.712690994266658 45.16344887675714, 5.712729749629782 45.16356505716508, 5.71284545251343 45.16387577240108))"
381850501,23.2,Valmy,Grenoble,"POLYGON ((5.740676143765439 45.18881702743658, 5.741022248480295 45.188963493985085, 5.741166907116161 45.18902931552247, 5.741381964744892 45.189127644422605, 5.741515347828277 45.18919734629562, 5.741639823185439 45.1892672668093, 5.742310149674631 45.18968506340259, 5.742801364239227 45.19000995372986, 5.7428109455936855 45.19004936058305, 5.74271015968222 45.19020229754277, 5.742931832403775 45.19002026221243, 5.743080244003155 45.189903094074054, 5.743551610666188 45.189616716284654, 5.743874265068478 45.18946733440799, 5.7445747533081155 45.18922847638262, 5.745416623775959 45.18898883938835, 5.745897666070523 45.18889952397169, 5.746328999657062 45.18883575547535, 5.746779831016068 45.18880574205718, 5.747209914118314 45.188794256716356, 5.747654172461115 45.18878602462886, 5.748057455056409 45.18879952173158, 5.748390980744808 45.188845367742914, 5.748681638533529 45.18890037707757, 5.748934297114247 45.18895992535161, 5.749280810431652 45.189088337530734, 5.748646805478192 45.18855526500969, 5.748027861681931 45.18801731363716, 5.748019916262849 45.18801120251157, 5.7478611090610245 45.187916907242396, 5.74779812192894 45.187879716464394, 5.746523426227846 45.18662451553423, 5.746500642185934 45.186601651166725, 5.746400442718242 45.18645545799832, 5.746389652445244 45.18636562732673, 5.746410332246621 45.18629394250679, 5.746543687456541 45.18610416201448, 5.746809777781554 45.18581561290931, 5.747192524077917 45.18548995534526, 5.7473832131892495 45.18527443660482, 5.7474217826682255 45.185177985244266, 5.747426163917862 45.18516346200718, 5.746653099891293 45.18506536369719, 5.745881698185882 45.18494919998298, 5.74463816003051 45.18450678191171, 5.7445632506314634 45.18448609995387, 5.743522186680524 45.184378352898186, 5.743094809951506 45.18529972804461, 5.742864455956749 45.18579731338306, 5.742629042264259 45.18626979564181, 5.7406935973934665 45.1887832633704, 5.740657974290287 45.18881026587815, 5.740676143765439 45.18881702743658))"
381850502,14.7,Jeanne d'Arc,Grenoble,"POLYGON ((5.741595391845954 45.1805551784562, 5.741533338066864 45.18064049195843, 5.741172331611963 45.18127912941009, 5.741148616070069 45.18134097707498, 5.741012551195959 45.18170920710783, 5.740883085423502 45.18213403529669, 5.740864079084654 45.18223991422319, 5.7409190156917 45.18442248956711, 5.741049365879309 45.18463822151165, 5.742097876200949 45.18531251237778, 5.7426714291766014 45.185680427105616, 5.742864455956749 45.18579731338306, 5.743094809951506 45.18529972804461, 5.743522186680524 45.184378352898186, 5.7445632506314634 45.18448609995387, 5.74463816003051 45.18450678191171, 5.745881698185882 45.18494919998298, 5.746653099891293 45.18506536369719, 5.747426163917862 45.18516346200718, 5.747437857999345 45.18511632413182, 5.747432434002269 45.185057895124274, 5.747498294689974 45.183911151466276, 5.747859551686404 45.18242468078468, 5.747916781491268 45.182267405393915, 5.74798650611453 45.182182800208615, 5.747877723030114 45.18225034782294, 5.7475309893467035 45.182401236055405, 5.747506990531458 45.18240543069321, 5.7474123442362 45.182397850029, 5.747209663218059 45.18236950359729, 5.747092765900726 45.18234985691029, 5.7463841901584995 45.18213755034286, 5.742473274091302 45.180843539508466, 5.741595391845954 45.1805551784562))"
381850503,25.4,Abbaye,Grenoble,"POLYGON ((5.750993375081991 45.17880309404021, 5.746683085478719 45.17821822398335, 5.743869433640536 45.17770631914758, 5.742997105023786 45.177374587798326, 5.742853084261629 45.17776193595884, 5.7425300152229 45.17862758832852, 5.742510861163059 45.17867851271077, 5.742196624701743 45.179490790421475, 5.742144196320913 45.17961641092797, 5.7419200329251785 45.18008411030702, 5.741758968024402 45.180332227084506, 5.741595391845954 45.1805551784562, 5.742473274091302 45.180843539508466, 5.7463841901584995 45.18213755034286, 5.747092765900726 45.18234985691029, 5.747209663218059 45.18236950359729, 5.7474123442362 45.182397850029, 5.747506990531458 45.18240543069321, 5.7475309893467035 45.182401236055405, 5.747877723030114 45.18225034782294, 5.74798650611453 45.182182800208615, 5.748092566904897 45.182111715667276, 5.74823814840305 45.182015331899294, 5.748996655741092 45.18158581309718, 5.750259700333994 45.18084744032836, 5.750356982033515 45.18077927275159, 5.750428181759141 45.180673006488576, 5.750453380807502 45.18061562485254, 5.75109775836027 45.17898251525493, 5.751188588450036 45.17883522125023, 5.750993375081991 45.17880309404021))"
381850504,41.1,Jouhaux,Grenoble,"POLYGON ((5.7416241350567105 45.17699028133419, 5.742838179415388 45.177328941231885, 5.742997105023786 45.177374587798326, 5.743109925355199 45.17697449198185, 5.743161597387149 45.17683357327967, 5.74320556702799 45.17674329756364, 5.7433169478127635 45.17659910912777, 5.743507488855017 45.17638089782458, 5.744027645094094 45.175845552930426, 5.744495915383817 45.175369142862884, 5.745042958519305 45.174759253018614, 5.745077630455137 45.1746872243808, 5.744191300691268 45.17445855724925, 5.743265396149083 45.17420202548725, 5.74304979360145 45.17414335741956, 5.7426173618394065 45.17402695117662, 5.7418742144063675 45.17383438918101, 5.741714248520637 45.17379327166836, 5.74081127528999 45.17356228448219, 5.740349812476819 45.17345108751628, 5.7402288545744975 45.17342612817687, 5.738823552948864 45.17323719091073, 5.738656575714769 45.173208854586534, 5.738133515762533 45.1742568886522, 5.737997815085527 45.17452870312667, 5.737613502815715 45.175289529035034, 5.737591447876154 45.1753333159685, 5.737341170767699 45.17584038689684, 5.737312231814218 45.17589965888072, 5.738476238443157 45.176180129123615, 5.739884164213782 45.17652487383442, 5.7416241350567105 45.17699028133419))"
381850505,22.7,Poterne,Grenoble,"POLYGON ((5.745755307609932 45.17315964397162, 5.74572101395573 45.17329112681249, 5.745301093010851 45.17423214871673, 5.745148379043839 45.17454583539067, 5.745077630455137 45.1746872243808, 5.745042958519305 45.174759253018614, 5.744495915383817 45.175369142862884, 5.744027645094094 45.175845552930426, 5.743507488855017 45.17638089782458, 5.7433169478127635 45.17659910912777, 5.74320556702799 45.17674329756364, 5.743161597387149 45.17683357327967, 5.743109925355199 45.17697449198185, 5.742997105023786 45.177374587798326, 5.743869433640536 45.17770631914758, 5.746683085478719 45.17821822398335, 5.750993375081991 45.17880309404021, 5.751188588450036 45.17883522125023, 5.751455113382279 45.178401594483674, 5.751534418466331 45.17820142754973, 5.751734854439839 45.17766762076238, 5.751830743966388 45.17739046289173, 5.751927207179838 45.17720248602998, 5.75203288633165 45.17702058854318, 5.752227997526875 45.17671485550662, 5.752268327287316 45.17665439737735, 5.752325315465023 45.17657010336901, 5.753051943094561 45.17565121774047, 5.7530775068395394 45.17562716205944, 5.753010698691478 45.175563940944045, 5.75285078006067 45.17539490126763, 5.752783558594815 45.17529745367181, 5.752708882266881 45.175126311053496, 5.75262497670658 45.17484547870832, 5.752487833543198 45.17436324309558, 5.752375232813248 45.17399122036794, 5.752176851827082 45.17342940845853, 5.751925356959299 45.172720247640854, 5.751688968887658 45.17211072066633, 5.751590619100129 45.17187258932177, 5.751537117988897 45.17174326925744, 5.751187324793038 45.17110680620836, 5.751027281010445 45.170831454298934, 5.750592429774298 45.170174562817124, 5.750534996654782 45.170068764307, 5.750489766579818 45.16997798129573, 5.7504581889051725 45.169905781909115, 5.750281716490633 45.16965876389171, 5.7497245306600515 45.16889676976317, 5.749185276619728 45.16906772529067, 5.747152622096094 45.16982053560885, 5.745982823801218 45.1710521089687, 5.745621365296812 45.17149796821428, 5.7454222425922685 45.17159296334036, 5.745610504734675 45.1722613472643, 5.745684967776487 45.17250637774378, 5.745748259034815 45.17288682690305, 5.745764389459448 45.17305941408046, 5.745755307609932 45.17315964397162))"
381850506,33.0,Paul Cocat,Grenoble,"POLYGON ((5.740349812476819 45.17345108751628, 5.74081127528999 45.17356228448219, 5.741714248520637 45.17379327166836, 5.7418742144063675 45.17383438918101, 5.7426173618394065 45.17402695117662, 5.74304979360145 45.17414335741956, 5.743265396149083 45.17420202548725, 5.744191300691268 45.17445855724925, 5.745077630455137 45.1746872243808, 5.745148379043839 45.17454583539067, 5.745301093010851 45.17423214871673, 5.74572101395573 45.17329112681249, 5.745755307609932 45.17315964397162, 5.745764389459448 45.17305941408046, 5.745748259034815 45.17288682690305, 5.745684967776487 45.17250637774378, 5.745610504734675 45.1722613472643, 5.7454222425922685 45.17159296334036, 5.745152281791501 45.17035087705519, 5.744495919276796 45.170420179181114, 5.743540609832925 45.17052295580005, 5.740392770783605 45.17084897128675, 5.739887804388122 45.17070730797596, 5.739646192376887 45.17115651061303, 5.739056623255667 45.17235393908944, 5.738784945729419 45.17294352584676, 5.738699674853393 45.17312671079621, 5.738656575714769 45.173208854586534, 5.738823552948864 45.17323719091073, 5.7402288545744975 45.17342612817687, 5.740349812476819 45.17345108751628))"
381850507,39.9,Teisseire,Grenoble,"POLYGON ((5.743948546515664 45.16811998255438, 5.7430221814084055 45.16637418205624, 5.741619777589565 45.16670776752614, 5.74186716759531 45.1666881741744, 5.741594707783399 45.16726066947129, 5.741272437281343 45.1679082661807, 5.741040504241011 45.1683725505794, 5.74067122319155 45.169100584341756, 5.740318505793835 45.16980298322462, 5.739969736983673 45.170534114520976, 5.739932481065316 45.1706314316212, 5.739887804388122 45.17070730797596, 5.740392770783605 45.17084897128675, 5.743540609832925 45.17052295580005, 5.744495919276796 45.170420179181114, 5.745152281791501 45.17035087705519, 5.745117912524826 45.17019585686404, 5.744785207256715 45.16930939036189, 5.744152873386556 45.168338394981035, 5.743948546515664 45.16811998255438))"
381850601,21.5,Malherbe,Grenoble,"POLYGON ((5.737958250246611 45.17016364335863, 5.7350713385724825 45.16944610784809, 5.733517271514107 45.169051732097564, 5.732903239513259 45.168892888932284, 5.732867223728536 45.16888566246237, 5.732661570424139 45.1688474534086, 5.732621738341341 45.16884032032289, 5.732353580354255 45.16882616523848, 5.732182108430947 45.16883576973141, 5.732070690281857 45.16884930927977, 5.7320238860287365 45.16885586098223, 5.731937474668194 45.16888590621126, 5.73197652846831 45.16895522431524, 5.73200317719219 45.17074926955097, 5.731935204904597 45.17256184927584, 5.731920099049042 45.172721687814985, 5.731847164847845 45.173079349882975, 5.731817751253065 45.173207104366085, 5.7319260220023445 45.17320715662469, 5.732095447350953 45.173207513439266, 5.7323297558803326 45.17320628132903, 5.734190008995983 45.17319225026278, 5.738370540070185 45.17319425118786, 5.738551900902034 45.17320421582736, 5.738656575714769 45.173208854586534, 5.738699674853393 45.17312671079621, 5.738784945729419 45.17294352584676, 5.739056623255667 45.17235393908944, 5.739646192376887 45.17115651061303, 5.739887804388122 45.17070730797596, 5.739932481065316 45.1706314316212, 5.73973672880085 45.17058758645833, 5.737958250246611 45.17016364335863))"
381850602,11.5,La Bruyere,Grenoble,"POLYGON ((5.737034686007589 45.16654914845592, 5.736189966643764 45.16664644763364, 5.734806466858827 45.16661279484736, 5.734100110845748 45.16659677042611, 5.733952242564432 45.16659408703456, 5.733695984199065 45.16658865339064, 5.733269836068907 45.166572965777, 5.7329729157490545 45.16656942750336, 5.732589318702607 45.16656440742549, 5.732100052027769 45.166560171619906, 5.731951272481015 45.1668512182454, 5.731880114223879 45.16849449535604, 5.731895794787336 45.16860673048641, 5.731937474668194 45.16888590621126, 5.7320238860287365 45.16885586098223, 5.732070690281857 45.16884930927977, 5.732182108430947 45.16883576973141, 5.732353580354255 45.16882616523848, 5.732621738341341 45.16884032032289, 5.732661570424139 45.1688474534086, 5.732867223728536 45.16888566246237, 5.732903239513259 45.168892888932284, 5.733517271514107 45.169051732097564, 5.7350713385724825 45.16944610784809, 5.737958250246611 45.17016364335863, 5.73973672880085 45.17058758645833, 5.739932481065316 45.1706314316212, 5.739969736983673 45.170534114520976, 5.740318505793835 45.16980298322462, 5.74067122319155 45.169100584341756, 5.741040504241011 45.1683725505794, 5.741272437281343 45.1679082661807, 5.741594707783399 45.16726066947129, 5.74186716759531 45.1666881741744, 5.741619777589565 45.16670776752614, 5.741239589667737 45.1667981946675, 5.740799062247089 45.165659397602425, 5.740724718444048 45.16567563908529, 5.740655948621938 45.165701654110066, 5.739937038327616 45.165896798705276, 5.737873424164758 45.166407842822956, 5.737034686007589 45.16654914845592))"
381850604,53.1,Arlequin,Grenoble,"POLYGON ((5.735356025901971 45.16418206649991, 5.735947680242706 45.16310533618895, 5.735643616867319 45.162877643415605, 5.735289369506605 45.16261334022779, 5.734120703696611 45.16212754209166, 5.734013268615456 45.16204007968051, 5.733565906298127 45.1623447517697, 5.731044785512895 45.16276957669503, 5.730891703285749 45.162738186707486, 5.730656998583272 45.162730417060075, 5.730643213541813 45.16320375356393, 5.73063175639403 45.16369865595904, 5.7306321457603575 45.16394100221453, 5.730710794471702 45.163960700151016, 5.732395769039691 45.16508167566421, 5.732964348138665 45.16540560705818, 5.7329682523504255 45.16540731333102, 5.734228865202625 45.165272818638606, 5.734230874673948 45.16523583033858, 5.734248228217168 45.164966020256315, 5.734676212920489 45.16462938632467, 5.7352235351389025 45.16425919274346, 5.735356025901971 45.16418206649991))"
381850605,36.3,Helbronner-Geants,Grenoble,"POLYGON ((5.737883800542939 45.1604117416407, 5.7378747733328055 45.16059125283024, 5.737866091489757 45.160751835534654, 5.737847632191602 45.16107663165474, 5.7378205619292615 45.161199825587246, 5.737770236096707 45.16129025492388, 5.737327936692062 45.16156778985739, 5.7366668676538195 45.16156508735464, 5.736651875799649 45.161596988440536, 5.736581180064435 45.16179152641855, 5.736568163088271 45.161993659134765, 5.736552416169007 45.16232199222092, 5.736563856175165 45.162789306203905, 5.737204933689174 45.16277358011983, 5.738181999142371 45.162935201367674, 5.740148716053463 45.163332888755306, 5.740306328456158 45.16324883276446, 5.7402943947993705 45.1632392153684, 5.740148084148858 45.16287882321302, 5.739846401243135 45.161246495562544, 5.739918317810082 45.16066181221214, 5.7397930983097885 45.15984862328737, 5.739329154627579 45.15971045760621, 5.739308583391814 45.159706457942555, 5.739285424202061 45.15970162086529, 5.739010455283606 45.15965161193775, 5.738650834976004 45.15958926514337, 5.738058750569382 45.15948667413987, 5.737504259280653 45.15939757285004, 5.73713385678138 45.159349000110645, 5.7367814379292765 45.159303588807134, 5.736691787530283 45.15929317467841, 5.736188888471943 45.15924334420675, 5.73565945677934 45.15919776591632, 5.73530568636115 45.159176708846616, 5.732723535939858 45.15936612144959, 5.730919784926572 45.15958867758579, 5.73069576246327 45.161023068077306, 5.730763064445165 45.16114935572728, 5.730780831892264 45.1611741474515, 5.7307359911112385 45.16135093031907, 5.7307288916620545 45.161388043052625, 5.730708077309492 45.1615092798596, 5.730694335074186 45.16169701390243, 5.730662537272782 45.16253117141027, 5.730656998583272 45.162730417060075, 5.730891703285749 45.162738186707486, 5.731044785512895 45.16276957669503, 5.733565906298127 45.1623447517697, 5.734013268615456 45.16204007968051, 5.73378681965812 45.16186273544229, 5.733725578174179 45.16180837704073, 5.7329367522060215 45.160990718944944, 5.7328020458636475 45.160710219039224, 5.7328047297421305 45.16053086403577, 5.732882198209802 45.16037039902564, 5.733012392857904 45.160246482276186, 5.734136535146924 45.1601360508704, 5.735194338030501 45.16012724014208, 5.736590976844387 45.16019840185199, 5.737297877472856 45.1602531361262, 5.7374667415614855 45.160268813793735, 5.737593455862116 45.16028192168235, 5.737886887785723 45.16031886771643, 5.737883800542939 45.1604117416407))"
