Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Population municipale 2021
88265;Lemmecourt;26
88266;Lépanges-sur-Vologne;833
88267;Lerrain;452
88268;Lesseux;139
88269;Liézey;299
88270;Liffol-le-Grand;2118
88271;Lignéville;302
88272;Lironcourt;73
88273;Longchamp;461
88274;Longchamp-sous-Châtenois;82
88275;Lubine;245
88276;Lusse;369
88277;Luvigny;111
88278;Maconcourt;68
88279;Madecourt;49
88280;Madegney;135
88281;Madonne-et-Lamerey;407
88283;Malaincourt;79
88284;Mandray;589
88285;Mandres-sur-Vair;438
88286;Marainville-sur-Madon;97
88287;Marey;68
88288;Maroncourt;6
88289;Martigny-les-Bains;797
88290;Martigny-les-Gerbonvaux;113
88291;Martinvelle;133
88292;Mattaincourt;800
88293;Maxey-sur-Meuse;216
88294;Mazeley;263
88295;Mazirot;234
88296;Médonville;58
88297;Méménil;168
88298;Ménarmont;61
88299;Ménil-en-Xaintois;161
88300;Ménil-de-Senones;124
88301;Ménil-sur-Belvitte;291
88302;Le Ménil;993
88303;Midrevaux;182
88304;Mirecourt;4782
88305;Moncel-sur-Vair;190
88306;Le Mont;51
88307;Mont-lès-Lamarche;95
88308;Mont-lès-Neufchâteau;291
88309;Monthureux-le-Sec;169
88310;Monthureux-sur-Saône;885
88311;Montmotier;35
88312;Morelmaison;195
88313;Moriville;428
88314;Morizécourt;96
88315;Mortagne;181
88316;Morville;44
88317;Moussey;556
88318;Moyemont;220
88319;Moyenmoutier;3037
88320;Nayemont-les-Fosses;774
88321;Neufchâteau;6580
88322;La Neuveville-devant-Lépanges;511
88324;La Neuveville-sous-Châtenois;372
88325;La Neuveville-sous-Montfort;185
88326;Neuvillers-sur-Fave;354
88327;Nomexy;1951
88328;Nompatelize;524
88330;Nonville;191
88331;Nonzeville;55
88332;Norroy;212
88333;Nossoncourt;128
88334;Oëlleville;283
88335;Offroicourt;154
88336;Ollainville;75
88338;Ortoncourt;81
88340;Padoux;494
88341;Pair-et-Grandrupt;497
88342;Pallegney;166
88343;Parey-sous-Montfort;167
88344;Pargny-sous-Mureau;179
88345;La Petite-Fosse;77
88346;La Petite-Raon;739
88347;Pierrefitte;117
88348;Pierrepont-sur-l'Arentèle;139
88349;Plainfaing;1616
88350;Pleuvezain;74
88351;Plombières-les-Bains;1571
88352;Pompierre;193
88353;Pont-lès-Bonfays;104
88354;Pont-sur-Madon;185
88355;Portieux;1222
88356;Les Poulières;294
88357;Poussay;667
88358;Pouxeux;1959
88359;Prey;89
88360;Provenchères-lès-Darney;147
88361;Provenchères-et-Colroy;1316
88362;Le Puid;115
88363;Punerot;152
88364;Puzieux;145
88365;Racécourt;150
88366;Rainville;278
88367;Rambervillers;5045
88368;Ramecourt;162
88369;Ramonchamp;1842
88370;Rancourt;71
88371;Raon-aux-Bois;1214
88372;Raon-l'Étape;6061
88373;Raon-sur-Plaine;143
88374;Rapey;24
88375;Raves;477
88376;Rebeuville;284
88377;Regnévelle;121
88378;Regney;100
88379;Rehaincourt;359
88380;Rehaupal;208
88381;Relanges;193
88382;Remicourt;64
88383;Remiremont;7611
88385;Remoncourt;569
88386;Remomeix;439
88387;Removille;202
88388;Renauvoid;120
88389;Repel;80
88390;Robécourt;103
88391;Rochesson;679
88393;Rollainville;314
88394;Romain-aux-Bois;48
88395;Romont;364
88398;Les Rouges-Eaux;80
88399;Le Roulier;210
88400;Rouvres-en-Xaintois;265
88401;Rouvres-la-Chétive;452
88402;Roville-aux-Chênes;370
88403;Rozerotte;189
88404;Rozières-sur-Mouzon;68
88406;Rugney;130
88407;Ruppes;142
88408;Rupt-sur-Moselle;3497
88409;Saint-Amé;2151
88410;Sainte-Barbe;269
88411;Saint-Baslemont;81
88412;Saint-Benoît-la-Chipotte;448
88413;Saint-Dié-des-Vosges;19319
88415;Saint-Étienne-lès-Remiremont;3809
88416;Saint-Genest;136
88417;Saint-Gorgon;373
88418;Sainte-Hélène;445
88419;Saint-Jean-d'Ormont;123
88421;Saint-Julien;103
88423;Saint-Léonard;1369
88424;Sainte-Marguerite;2271
88425;Saint-Maurice-sur-Mortagne;180
88426;Saint-Maurice-sur-Moselle;1369
88427;Saint-Menge;121
88428;Saint-Michel-sur-Meurthe;1809
88429;Saint-Nabord;3993
88430;Saint-Ouen-lès-Parey;498
88431;Saint-Paul;154
88432;Saint-Pierremont;152
88433;Saint-Prancher;72
88434;Saint-Remimont;215
88435;Saint-Remy;520
88436;Saint-Stail;72
88437;Saint-Vallier;99
88438;La Salle;394
88439;Sanchey;943
88440;Sandaucourt;166
88441;Sans-Vallois;128
88442;Sapois;632
88443;Sartes;94
88444;Le Saulcy;307
88445;Saulcy-sur-Meurthe;2319
88446;Saulxures-lès-Bulgnéville;237
88447;Saulxures-sur-Moselotte;2510
88448;Sauville;174
88449;Savigny;195
88450;Senaide;183
88451;Senones;2364
88452;Senonges;134
88453;Seraumont;32
88454;Sercœur;225
88455;Serécourt;99
88456;Serocourt;84
88457;Sionne;143
88458;Socourt;283
88459;Soncourt;43
88460;Soulosse-sous-Saint-Élophe;657
88461;Suriauville;205
88462;Le Syndicat;1876
88463;Taintrux;1477
88464;Tendon;506
88465;Thaon-les-Vosges;8513
88466;They-sous-Montfort;125
88467;Thiéfosse;573
88468;Le Thillot;3257
88469;Thiraucourt;100
88470;Le Tholy;1515
88471;Les Thons;99
88472;Thuillières;113
88473;Tignécourt;90
88474;Tilleux;69
88475;Tollaincourt;118
88476;Totainville;117
88477;Trampot;101
88478;Tranqueville-Graux;96
88479;Trémonzey;243
88480;Ubexy;167
88481;Uriménil;1328
88482;Urville;55
88483;Uxegney;2265
88484;Uzemain;1045
88485;La Vacheresse-et-la-Rouillie;123
88486;Vagney;3878
88487;Le Val-d'Ajol;3861
88488;Valfroicourt;230
88489;Valleroy-aux-Saules;254
88490;Valleroy-le-Sec;183
88491;Les Vallois;121
88492;Le Valtin;74
88493;Varmonzey;24
88494;Vaubexy;120
88495;Vaudéville;192
88496;Vaudoncourt;156
88497;Vaxoncourt;482
88498;Vecoux;856
88499;Velotte-et-Tatignécourt;161
88500;Ventron;828
88501;Le Vermont;73
88502;Vervezelle;126
88503;Vexaincourt;147
88504;Vicherey;174
88505;Vienville;122
88506;Vieux-Moulin;316
88507;Villers;193
88508;Ville-sur-Illon;521
88509;Villoncourt;104
88510;Villotte;131
88511;Villouxel;89
88512;Viménil;241
88513;Vincey;2112
88514;Viocourt;164
88515;Vioménil;154
88516;Vittel;4793
88517;Viviers-le-Gras;189
88518;Viviers-lès-Offroicourt;30
88519;La Voivre;664
88520;Les Voivres;290
88521;Vomécourt;249
88522;Vomécourt-sur-Madon;68
88523;Vouxey;166
88524;Vrécourt;350
88525;Vroville;131
88526;Wisembach;425
88527;Xaffévillers;136
88528;Xamontarupt;153
88529;Xaronval;109
88530;Xertigny;2579
88531;Xonrupt-Longemer;1488
88532;Zincourt;76
89002;Aigremont;73
89003;Montholon;2772
89004;Aisy-sur-Armançon;237
89005;Ancy-le-Franc;839
89006;Ancy-le-Libre;146
89007;Andryes;440
89008;Angely;154
89009;Annay-la-Côte;350
89010;Annay-sur-Serein;201
89011;Annéot;118
89012;Annoux;82
89013;Appoigny;3170
89014;Arces-Dilo;608
89015;Arcy-sur-Cure;477
89016;Argentenay;75
89017;Argenteuil-sur-Armançon;219
89018;Armeau;769
89019;Arthonnay;151
89020;Asnières-sous-Bois;113
89021;Asquins;285
89022;Athie;132
89023;Augy;971
89024;Auxerre;34778
89025;Avallon;6387
89027;Bagneaux;193
89028;Baon;61
89029;Bassou;881
89030;Bazarnes;415
89031;Beaumont;624
89032;Beauvilliers;68
89033;Beauvoir;393
89034;Beine;453
89035;Bellechaume;439
89036;La Belliole;229
89037;Béon;518
89038;Bernouil;114
89039;Béru;75
89040;Bessy-sur-Cure;186
89041;Beugnon;293
89042;Bierry-les-Belles-Fontaines;157
89043;Blacy;98
89044;Blannay;101
89045;Bleigny-le-Carreau;284
89046;Bléneau;1151
89048;Bœurs-en-Othe;339
89049;Bois-d'Arcy;22
89050;Bonnard;890
89051;Les Bordes;539
89053;Branches;436
89054;Brannay;782
89055;Brienon-sur-Armançon;3110
89056;Brion;617
89057;Brosses;290
89058;Bussières;117
89059;Bussy-en-Othe;699
89060;Bussy-le-Repos;454
89061;Butteaux;247
89062;Carisey;364
89063;La Celle-Saint-Cyr;828
89064;Censy;56
89065;Cérilly;46
89066;Cerisiers;971
89067;Cézy;1106
89068;Chablis;2145
89069;Chailley;516
89071;Chamoux;98
89072;Champcevrais;309
89073;Champignelles;899
89074;Champigny;2092
89075;Champlay;730
89076;Champlost;792
89077;Champs-sur-Yonne;1555
89079;Chamvres;657
89080;La Chapelle-sur-Oreuse;659
89081;La Chapelle-Vaupelteigne;92
89083;Charbuy;1863
89084;Charentenay;282
89085;Charmoy;1104
89086;Charny Orée de Puisaye;4807
89087;Chassignelles;298
89088;Chassy;471
89089;Chastellux-sur-Cure;133
89091;Châtel-Censoir;566
89092;Châtel-Gérard;202
89093;Chaumont;641
89094;Chaumot;697
89095;Chemilly-sur-Serein;136
89096;Chemilly-sur-Yonne;899
89098;Cheney;231
89099;Cheny;2265
89100;Chéroy;1734
89101;Chéu;543
89102;Chevannes;2153
89104;Chichée;300
89105;Chichery;451
89108;Chitry;343
89111;Les Clérimois;300
89112;Collan;158
89113;Collemiers;666
89115;Compigny;190
89116;Cornant;360
89117;Coulangeron;217
89118;Coulanges-la-Vineuse;790
89119;Coulanges-sur-Yonne;508
89120;Coulours;136
89122;Courgenay;566
89123;Courgis;251
89124;Courlon-sur-Yonne;1177
89125;Courson-les-Carrières;910
89126;Courtoin;30
89127;Courtois-sur-Yonne;782
89128;Coutarnoux;138
89129;Crain;411
89130;Deux Rivières;1266
89131;Cruzy-le-Châtel;227
89132;Cry;161
89133;Cudot;378
89134;Cussy-les-Forges;326
89136;Cuy;853
89137;Dannemoine;465
89139;Diges;1069
89141;Dissangis;118
89142;Dixmont;905
89143;Dollot;312
89144;Domats;801
89145;Domecy-sur-Cure;397
89146;Domecy-sur-le-Vault;85
89147;Dracy;239
89148;Druyes-les-Belles-Fontaines;268
89149;Dyé;197
89150;Égleny;450
89151;Égriselles-le-Bocage;1370
89152;Épineau-les-Voves;726
89153;Épineuil;525
89154;Escamps;870
89155;Escolives-Sainte-Camille;709
89156;Esnon;396
89158;Étais-la-Sauvin;624
89159;Étaule;389
89160;Étigny;758
89161;Étivey;190
89162;Évry;391
89163;La Ferté-Loupière;536
89164;Festigny;92
89165;Flacy;117
89167;Fleury-la-Vallée;1050
89168;Fleys;175
89169;Flogny-la-Chapelle;938
89170;Foissy-lès-Vézelay;118
89171;Foissy-sur-Vanne;287
89172;Fontaine-la-Gaillarde;510
89173;Fontaines;464
89175;Fontenay-près-Chablis;140
89176;Fontenay-près-Vézelay;137
89177;Fontenay-sous-Fouronnes;73
89179;Fontenoy;295
89180;Fouchères;478
89181;Fournaudin;124
89182;Fouronnes;174
89183;Fresnes;64
89184;Fulvy;129
89186;Germigny;521
89187;Gigny;82
89188;Girolles;178
89189;Gisy-les-Nobles;566
89190;Givry;177
89191;Gland;47
89194;Grimault;112
89195;Gron;1235
89196;Valravillon;1755
89197;Guillon-Terre-Plaine;724
89198;Gurgy;1690
89199;Gy-l'Évêque;450
89200;Hauterive;392
89201;Héry;1778
89202;Irancy;249
89203;Island;188
89204;L'Isle-sur-Serein;660
89205;Jaulges;443
89206;Joigny;9218
89207;Jouancy;27
89208;Joux-la-Ville;1151
89209;Jouy;511
89210;Jully;125
89211;Junay;66
89212;Jussy;358
89214;Lailly;192
89215;Lain;183
89216;Lainsecq;321
89217;Lalande;134
89218;Laroche-Saint-Cydroine;1233
89219;Lasson;141
89220;Lavau;414
89221;Leugny;318
89222;Levis;220
89223;Lézinnes;663
89224;Lichères-près-Aigremont;154
89225;Lichères-sur-Yonne;42
89226;Lignorelles;185
89227;Ligny-le-Châtel;1197
89228;Lindry;1354
89229;Lixy;479
89230;Looze;434
89232;Lucy-le-Bois;311
89233;Lucy-sur-Cure;202
89234;Lucy-sur-Yonne;117
89235;Magny;875
89236;Maillot;1238
89237;Mailly-la-Ville;492
89238;Mailly-le-Château;531
89239;Malay-le-Grand;1578
89240;Malay-le-Petit;315
89242;Maligny;788
89244;Marmeaux;83
89245;Marsangy;847
89246;Massangis;343
89247;Mélisey;227
89248;Menades;37
89249;Mercy;77
89250;Méré;177
89251;Merry-la-Vallée;364
89252;Merry-Sec;178
89253;Merry-sur-Yonne;191
89254;Mézilles;512
89255;Michery;1086
89256;Migé;401
89257;Migennes;7068
89259;Môlay;97
89261;Molinons;271
89262;Molosmes;165
89263;Monéteau;4111
89264;Montacher-Villegardin;710
89265;Montigny-la-Resle;579
89266;Montillot;251
89267;Montréal;171
89268;Mont-Saint-Sulpice;785
89270;Mouffy;130
89271;Moulins-en-Tonnerrois;106
89272;Moulins-sur-Ouanne;284
89273;Moutiers-en-Puisaye;271
89274;Nailly;1325
89276;Neuvy-Sautour;874
89277;Nitry;366
89278;Noé;546
89279;Noyers;588
89280;Nuits;382
89281;Les Ormes;310
89282;Ormoy;663
89283;Ouanne;589
89284;Pacy-sur-Armançon;177
89285;Pailly;304
89286;Parly;837
89287;Paron;4824
89288;Paroy-en-Othe;162
89289;Paroy-sur-Tholon;289
89290;Pasilly;47
89291;Passy;333
89292;Percey;248
89295;Perrigny;1260
89296;Perrigny-sur-Armançon;127
89297;Pierre-Perthuis;105
89298;Piffonds;592
89299;Pimelles;61
89300;Pisy;81
89302;Plessis-Saint-Jean;213
89303;Poilly-sur-Serein;244
89304;Poilly-sur-Tholon;672
89306;Pontaubert;361
89307;Pontigny;759
89308;Pont-sur-Vanne;195
89309;Pont-sur-Yonne;3333
89310;La Postolle;145
89311;Pourrain;1320
89312;Précy-le-Sec;241
89313;Précy-sur-Vrin;417
89314;Prégilbert;181
89315;Préhy;162
89316;Provency;251
89318;Quarré-les-Tombes;626
89319;Quenne;485
89320;Quincerot;58
89321;Ravières;719
89323;Roffey;143
89324;Rogny-les-Sept-Écluses;685
89325;Ronchères;89
89326;Rosoy;1071
89327;Rousson;385
89328;Rouvray;369
89329;Rugny;72
89331;Sainpuits;300
89332;Saint-Agnan;957
89333;Saint-André-en-Terre-Plaine;154
89334;Le Val d'Ocre;556
89335;Saint-Aubin-sur-Yonne;428
89336;Saint-Brancher;280
89337;Saint-Bris-le-Vineux;1024
89338;Saint-Clément;2812
89339;Sainte-Colombe;185
89341;Saint-Cyr-les-Colons;447
89342;Saint-Denis-lès-Sens;628
89344;Saint-Fargeau;1474
89345;Saint-Florentin;4220
89346;Saint-Georges-sur-Baulche;3201
89347;Saint-Germain-des-Champs;341
89348;Saint-Julien-du-Sault;2203
89349;Saint-Léger-Vauban;357
89350;Saint-Loup-d'Ordon;254
89351;Sainte-Magnance;475
89352;Saint-Martin-des-Champs;260
89353;Saint-Martin-d'Ordon;420
89354;Saint-Martin-du-Tertre;1533
89355;Saint-Martin-sur-Armançon;144
89359;Saint-Maurice-aux-Riches-Hommes;410
89360;Saint-Maurice-le-Vieil;372
89361;Saint-Maurice-Thizouaille;251
89362;Saint-Moré;177
89363;Sainte-Pallaye;101
89364;Saint-Père;291
89365;Saint-Privé;522
89367;Saints-en-Puisaye;544
89368;Saint-Sauveur-en-Puisaye;900
89369;Saint-Sérotin;582
89370;Saint-Valérien;1771
89371;Sainte-Vertu;73
89373;Saligny;668
89374;Sambourg;68
89375;Santigny;85
89376;Sarry;132
89377;Sauvigny-le-Beuréal;68
89378;Sauvigny-le-Bois;730
89379;Savigny-en-Terre-Plaine;142
89380;Savigny-sur-Clairis;450
89382;Seignelay;1443
89383;Sementron;102
89384;Senan;681
89385;Sennevoy-le-Bas;75
89386;Sennevoy-le-Haut;113
89387;Sens;27034
89388;Sépeaux-Saint Romain;497
89390;Serbonnes;670
89391;Sergines;1248
89392;Sermizelles;244
89393;Serrigny;112
89394;Sery;72
89395;Les Sièges;416
89397;Sommecaise;379
89398;Sormery;371
89399;Soucy;1560
89400;Sougères-en-Puisaye;308
89402;Soumaintrain;215
89403;Stigny;86
89404;Subligny;532
89405;Les Hauts de Forterre;499
89406;Talcy;79
89407;Tanlay;897
89408;Tannerre-en-Puisaye;271
89409;Tharoiseau;61
89410;Tharot;106
89411;Les Vallées de la Vanne;1003
89412;Thizy;184
89413;Thorey;40
89414;Thorigny-sur-Oreuse;1395
89415;Thory;195
89416;Thury;434
89417;Tissey;112
89418;Tonnerre;4301
89419;Toucy;2569
89420;Treigny-Perreuse-Sainte-Colombe;1042
89422;Trichey;42
89423;Tronchoy;128
89424;Trucy-sur-Yonne;133
89425;Turny;654
89426;Val-de-Mercy;384
89427;Vallan;676
89428;Vallery;564
89430;Varennes;324
89431;Vassy-sous-Pisy;65
89432;Vaudeurs;451
89433;Vault-de-Lugny;265
89434;Vaumort;338
89436;Venizy;867
89437;Venouse;294
89438;Venoy;1747
89439;Vergigny;1510
89440;Verlin;409
89441;Vermenton;1241
89442;Vernoy;239
89443;Véron;1826
89445;Vézannes;52
89446;Vézelay;448
89447;Vézinnes;157
89449;Villeblevin;1790
89450;Villebougis;632
89451;Villechétive;252
89452;Villecien;356
89453;Villefargeau;1109
89456;Villemanoche;667
89458;Villenavotte;161
89459;Villeneuve-la-Dondagre;340
89460;Villeneuve-la-Guyard;3464
89461;Villeneuve-l'Archevêque;1110
89462;Villeneuve-les-Genêts;304
89463;Villeneuve-Saint-Salves;256
89464;Villeneuve-sur-Yonne;5136
89465;Villeperrot;310
89466;Villeroy;386
89467;Villethierry;800
89468;Villevallier;417
89469;Perceneige;935
89470;Villiers-les-Hauts;124
89471;Villiers-Louis;475
89472;Villiers-Saint-Benoît;438
89474;Villiers-Vineux;276
89475;Villon;108
89477;Villy;108
89478;Vincelles;908
89479;Vincelottes;284
89480;Vinneuf;1583
89481;Vireaux;102
89482;Viviers;105
89483;Voisines;514
89485;Voutenay-sur-Cure;202
89486;Yrouerre;149
90001;Andelnans;1153
90002;Angeot;354
90003;Anjoutey;584
90004;Argiésans;567
90005;Auxelles-Bas;432
90006;Auxelles-Haut;283
90007;Banvillars;293
90008;Bavilliers;4595
90009;Beaucourt;5005
90010;Belfort;45155
90011;Bermont;375
90012;Bessoncourt;1297
90013;Bethonvilliers;240
90014;Boron;489
90015;Botans;243
90016;Bourg-sous-Châtelet;124
90017;Bourogne;1792
90018;Brebotte;384
90019;Bretagne;299
90020;Buc;254
90021;Charmois;373
90022;Châtenois-les-Forges;2616
90023;Chaux;1179
90024;Chavanatte;135
90025;Chavannes-les-Grands;342
90026;Chèvremont;1569
90027;Courcelles;124
90028;Courtelevant;377
90029;Cravanche;1928
90030;Croix;175
90031;Cunelières;337
90032;Danjoutin;3541
90033;Delle;5680
90034;Denney;761
90035;Dorans;812
90036;Eguenigue;268
90037;Éloie;961
90039;Essert;3348
90041;Étueffont;1394
90042;Évette-Salbert;2026
90043;Faverois;588
90044;Felon;233
90045;Fêche-l'Église;739
90046;Florimont;457
90047;Fontaine;597
90048;Fontenelle;131
90049;Foussemagne;911
90050;Frais;240
90051;Froidefontaine;459
90052;Giromagny;2908
90053;Grandvillars;2978
90054;Grosmagny;534
90055;Grosne;327
90056;Joncherey;1427
90057;Lachapelle-sous-Chaux;751
90058;Lachapelle-sous-Rougemont;569
90059;Lacollonge;230
90060;Lagrange;139
90061;Lamadeleine-Val-des-Anges;48
90062;Larivière;275
90063;Lebetain;416
90064;Lepuix-Neuf;313
90065;Lepuix;1127
90066;Leval;245
90067;Menoncourt;395
90068;Meroux-Moval;1405
90069;Méziré;1281
90070;Montbouton;414
90071;Montreux-Château;1174
90072;Morvillars;1083
90074;Novillard;303
90075;Offemont;4109
90076;Pérouse;1199
90077;Petit-Croix;302
90078;Petitefontaine;191
90079;Petitmagny;332
90080;Phaffans;433
90081;Réchésy;766
90082;Autrechêne;278
90083;Recouvrance;138
90084;Reppe;330
90085;Riervescemont;90
90086;Romagny-sous-Rougemont;216
90087;Roppe;1043
90088;Rougegoutte;981
90089;Rougemont-le-Château;1486
90090;Saint-Dizier-l'Évêque;434
90091;Saint-Germain-le-Châtelet;655
90093;Sermamagny;938
90094;Sevenans;695
90095;Suarce;436
90096;Thiancourt;276
90097;Trévenans;1286
90098;Urcerey;249
90099;Valdoie;5236
90100;Vauthiermont;208
90101;Vellescot;244
90102;Vescemont;705
90103;Vétrigne;657
90104;Vézelois;1003
90105;Villars-le-Sec;177
91001;Abbéville-la-Rivière;332
91016;Angerville;4395
91017;Angervilliers;1731
91021;Arpajon;11281
91022;Arrancourt;122
91027;Athis-Mons;36222
91035;Authon-la-Plaine;372
91037;Auvernaux;327
91038;Auvers-Saint-Georges;1277
91041;Avrainville;1030
91044;Ballainvilliers;4752
91045;Ballancourt-sur-Essonne;7757
91047;Baulne;1416
91064;Bièvres;4748
91067;Blandy;111
91069;Boigneville;383
91075;Bois-Herpin;82
91079;Boissy-la-Rivière;517
91080;Boissy-le-Cutté;1355
91081;Boissy-le-Sec;688
91085;Boissy-sous-Saint-Yon;3828
91086;Bondoufle;10862
91093;Boullay-les-Troux;639
91095;Bouray-sur-Juine;2080
91097;Boussy-Saint-Antoine;7980
91098;Boutervilliers;430
91099;Boutigny-sur-Essonne;2950
91100;Bouville;648
91103;Brétigny-sur-Orge;27106
91105;Breuillet;8873
91106;Breux-Jouy;1281
91109;Brières-les-Scellés;1250
91111;Briis-sous-Forges;3380
91112;Brouy;123
91114;Brunoy;25423
91115;Bruyères-le-Châtel;3584
91121;Buno-Bonnevaux;493
91122;Bures-sur-Yvette;9254
91129;Cerny;3345
91130;Chalo-Saint-Mars;1031
91131;Chalou-Moulineux;383
91132;Chamarande;1119
91135;Champcueil;2893
91136;Champlan;2597
91137;Champmotteux;363
91145;Chatignonville;71
91148;Chauffour-lès-Étréchy;137
91156;Cheptainville;2219
91159;Chevannes;1550
91161;Chilly-Mazarin;19938
91174;Corbeil-Essonnes;52683
91175;Corbreuse;1706
91179;Le Coudray-Montceaux;4814
91180;Courances;325
91184;Courdimanche-sur-Essonne;278
91186;Courson-Monteloup;576
91191;Crosne;9532
91195;Dannemois;843
91198;D'Huison-Longueville;1514
91200;Dourdan;11279
91201;Draveil;29173
91204;Écharcon;744
91207;Égly;6756
91215;Épinay-sous-Sénart;11869
91216;Épinay-sur-Orge;10760
91223;Étampes;26529
91225;Étiolles;3086
91226;Étréchy;6866
91228;Évry-Courcouronnes;66177
91232;La Ferté-Alais;3649
91235;Fleury-Mérogis;13983
91240;Fontaine-la-Rivière;172
91243;Fontenay-lès-Briis;2297
91244;Fontenay-le-Vicomte;1564
91247;La Forêt-le-Roi;502
91248;La Forêt-Sainte-Croix;158
91249;Forges-les-Bains;4132
91272;Gif-sur-Yvette;22352
91273;Gironville-sur-Essonne;762
91274;Gometz-la-Ville;1506
91275;Gometz-le-Châtel;2615
91284;Les Granges-le-Roi;1183
91286;Grigny;27257
91292;Guibeville;900
91293;Guigneville-sur-Essonne;883
91294;Guillerval;813
91312;Igny;10213
91315;Itteville;6603
91318;Janville-sur-Juine;1953
91319;Janvry;643
91326;Juvisy-sur-Orge;18424
91330;Lardy;5509
91332;Leudeville;1559
91333;Leuville-sur-Orge;4304
91338;Limours;6431
91339;Linas;7032
91340;Lisses;7292
91345;Longjumeau;20620
91347;Longpont-sur-Orge;6417
91359;Maisse;2802
91363;Marcoussis;8430
91374;Marolles-en-Beauce;238
91376;Marolles-en-Hurepoix;5667
91377;Massy;50962
91378;Mauchamps;371
91386;Mennecy;15711
91390;Le Mérévillois;3364
91393;Mérobert;630
91399;Mespuits;201
91405;Milly-la-Forêt;4603
91408;Moigny-sur-École;1279
91411;Les Molières;1896
91412;Mondeville;729
91414;Monnerville;378
91421;Montgeron;23800
91425;Montlhéry;8670
91432;Morangis;13211
91433;Morigny-Champigny;4405
91434;Morsang-sur-Orge;20785
91435;Morsang-sur-Seine;562
91441;Nainville-les-Roches;520
91457;La Norville;4312
91458;Nozay;4482
91461;Ollainville;5314
91463;Oncy-sur-École;1031
91468;Ormoy;2568
91469;Ormoy-la-Rivière;940
91471;Orsay;16007
91473;Orveau;151
91477;Palaiseau;34893
91479;Paray-Vieille-Poste;7868
91482;Pecqueuse;558
91494;Le Plessis-Pâté;4147
91495;Plessis-Saint-Benoist;329
91507;Prunay-sur-Essonne;299
91508;Puiselet-le-Marais;261
91511;Pussay;2169
91514;Quincy-sous-Sénart;9477
91519;Richarville;391
91521;Ris-Orangis;29825
91525;Roinville;1314
91526;Roinvilliers;108
91533;Saclas;1847
91534;Saclay;4323
91538;Saint-Aubin;681
91540;Saint-Chéron;5220
91544;Saint-Cyr-la-Rivière;489
91546;Saint-Cyr-sous-Dourdan;952
91547;Saint-Escobille;473
91549;Sainte-Geneviève-des-Bois;35846
91552;Saint-Germain-lès-Arpajon;11305
91553;Saint-Germain-lès-Corbeil;7472
91556;Saint-Hilaire;405
91560;Saint-Jean-de-Beauregard;476
91568;Saint-Maurice-Montcouronne;1536
91570;Saint-Michel-sur-Orge;21437
91573;Saint-Pierre-du-Perray;11680
