Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Population municipale 2021
39172;Courtefontaine;261
39173;Cousance;1293
39174;Coyrière;65
39175;Coyron;70
39176;Cramans;524
39177;Hauteroche;976
39178;Crans;82
39179;Crenans;233
39180;Cressia;258
39182;Crissey;682
39183;Crotenay;629
39184;Les Crozets;190
39185;Cuisia;389
39187;Cuvier;273
39188;Dammartin-Marpain;346
39189;Damparis;2603
39190;Dampierre;1319
39191;Darbonnay;79
39192;Denezières;73
39193;Le Deschaux;1014
39194;Desnes;485
39196;Les Deux-Fays;123
39197;Digna;364
39198;Dole;23775
39199;Domblans;1207
39200;Dompierre-sur-Mont;210
39201;Doucier;280
39202;Dournon;140
39203;Doye;106
39204;Dramelay;27
39205;Éclans-Nenon;376
39206;Écleux;220
39207;Écrille;85
39208;Entre-deux-Monts;155
39209;Val-d'Épy;310
39210;Équevillon;576
39211;Les Essards-Taignevaux;246
39214;Esserval-Tartre;123
39216;Étival;307
39217;L'Étoile;570
39218;Étrepigney;432
39219;Évans;666
39220;Falletans;405
39221;La Favière;32
39222;Fay-en-Montagne;84
39223;La Ferté;192
39225;Le Fied;188
39227;Foncine-le-Bas;198
39228;Foncine-le-Haut;1101
39229;Fontainebrux;206
39230;Fontenu;74
39232;Fort-du-Plasne;466
39233;Foucherans;2279
39234;Foulenay;82
39235;Fraisans;1184
39236;Francheville;46
39237;Fraroz;54
39238;Frasne-les-Meulières;107
39239;La Frasnée;40
39240;Le Frasnois;173
39241;Frébuans;384
39244;Frontenay;160
39245;Gatey;362
39246;Gendrey;432
39247;Genod;74
39248;Geraise;44
39249;Germigney;75
39250;Geruge;183
39251;Gevingey;439
39252;Gevry;724
39253;Gigny;270
39254;Gillois;133
39255;Gizia;217
39258;Grande-Rivière Château;632
39259;Grange-de-Vaivre;41
39261;Graye-et-Charnay;138
39262;Gredisans;132
39263;Grozon;382
39265;Hautecour;198
39266;Les Hays;347
39267;Ivory;92
39268;Ivrey;60
39269;Jeurre;248
39270;Jouhe;536
39271;Lac-des-Rouges-Truites;392
39272;Ladoye-sur-Seille;48
39273;Montlainsia;222
39274;Lajoux;295
39275;Lamoura;654
39277;Le Larderet;51
39278;Largillay-Marsonnay;135
39279;Larnaud;612
39280;Larrivoire;105
39281;Le Latet;89
39282;La Latette;76
39283;Lavancia-Epercy;614
39284;Lavangeot;147
39285;Lavans-lès-Dole;332
39286;Lavans-lès-Saint-Claude;2333
39288;Lavigny;384
39289;Lect;349
39290;Valzin en Petite Montagne;456
39291;Lemuy;242
39292;Lent;147
39293;Leschères;204
39295;Loisia;153
39296;Lombard;212
39297;Longchaumois;1130
39298;Longcochon;57
39299;Longwy-sur-le-Doubs;490
39300;Lons-le-Saunier;17043
39301;Loulle;171
39302;Louvatange;101
39304;Le Louverot;231
39305;La Loye;556
39306;Macornay;1003
39307;Maisod;324
39308;Malange;321
39310;Mantry;476
39312;Marigna-sur-Valouse;108
39313;Marigny;215
39314;Marnézia;75
39315;Marnoz;391
39317;La Marre;355
39318;Martigna;198
39319;Mathenay;144
39320;Maynal;335
39321;Menétru-le-Vignoble;162
39322;Menétrux-en-Joux;67
39323;Menotey;309
39324;Mérona;7
39325;Mesnay;576
39326;Mesnois;175
39327;Messia-sur-Sorne;870
39328;Meussia;433
39329;Mièges;167
39330;Miéry;146
39331;Mignovillard;864
39333;Moirans-en-Montagne;2138
39334;Moiron;128
39335;Moissey;568
39336;Molain;111
39337;Molamboz;88
39338;Molay;506
39339;Chassal-Molinges;1128
39342;Monay;123
39343;Monnetay;16
39344;Monnet-la-Ville;333
39345;Monnières;391
39346;Montagna-le-Reconduit;111
39348;Montaigu;411
39349;Montain;488
39350;Montbarrey;306
39351;Montcusel;147
39352;Monteplain;143
39353;Montfleur;165
39354;Montholier;372
39355;Montigny-lès-Arsures;231
39356;Montigny-sur-l'Ain;210
39359;Montmarlon;33
39360;Montmirey-la-Ville;174
39361;Montmirey-le-Château;196
39362;Montmorot;3154
39363;Montrevel;83
39364;Montrond;488
39365;Mont-sous-Vaudrey;1295
39366;Mont-sur-Monnet;217
39367;Morbier;2290
39368;Hauts de Bienne;5167
39370;Mouchard;1093
39372;Mournans-Charbonny;86
39373;Les Moussières;159
39375;Moutonne;128
39376;Moutoux;76
39377;Mutigney;174
39378;Les Trois-Châteaux;765
39379;Nance;532
39380;Nancuise;43
39381;Les Nans;97
39385;Neublans-Abergement;542
39386;Neuvilley;93
39387;Nevy-lès-Dole;292
39388;Nevy-sur-Seille;194
39389;Ney;601
39390;Nogna;303
39391;Nozeroy;395
39392;Offlanges;190
39393;Onglières;64
39394;Onoz;70
39396;Orchamps;1076
39397;Orgelet;1587
39398;Ougney;413
39399;Ounans;336
39400;Our;149
39401;Oussières;237
39402;Pagney;363
39403;Pagnoz;219
39404;Pannessières;461
39405;Parcey;1014
39406;Le Pasquier;276
39407;Passenans;336
39408;Patornay;154
39409;Peintre;134
39411;Perrigny;1518
39412;Peseux;303
39413;La Pesse;330
39415;Petit-Noir;1070
39418;Picarreau;97
39419;Pillemoine;62
39420;Pimorin;206
39421;Le Pin;237
39422;Plainoiseau;515
39423;Plaisia;102
39424;Les Planches-en-Montagne;157
39425;Les Planches-près-Arbois;85
39426;Plasne;206
39427;Plénise;63
39428;Plénisette;22
39429;Pleure;438
39430;Plumont;105
39431;Poids-de-Fiole;334
39432;Pointre;125
39434;Poligny;4011
39435;Pont-de-Poitte;626
39436;Pont-d'Héry;239
39437;Pont-du-Navoy;275
39439;Port-Lesney;534
39441;Prémanon;1222
39443;Présilly;116
39444;Pretin;56
39445;Publy;279
39446;Pupillin;247
39447;Quintigny;282
39448;Rahon;455
39449;Rainans;260
39451;Ranchot;508
39452;Rans;529
39453;Ravilloles;450
39454;Recanoz;93
39455;Reithouse;52
39456;Relans;345
39457;Les Repôts;55
39458;Revigny;239
39460;La Rixouse;190
39461;Rix;80
39462;Rochefort-sur-Nenon;684
39463;Rogna;237
39464;Romain;224
39465;Romange;205
39466;Rosay;121
39467;Rotalier;150
39468;Rothonay;136
39469;Rouffange;118
39470;Les Rousses;3683
39471;Ruffey-sur-Seille;764
39472;Rye;213
39473;Saffloz;89
39474;Sainte-Agnès;360
39475;Saint-Amour;2368
39476;Saint-Aubin;1840
39477;Saint-Baraing;258
39478;Saint-Claude;8727
39479;Saint-Cyr-Montmalin;244
39480;Saint-Didier;271
39481;Saint-Germain-en-Montagne;385
39485;Val Suran;782
39486;Saint-Lamain;113
39487;Saint-Laurent-en-Grandvaux;1820
39489;Saint-Lothain;455
39490;Saint-Loup;241
39491;Coteaux du Lizon;2168
39492;Saint-Maur;221
39493;Saint-Maurice-Crillat;237
39494;Saint-Pierre;365
39495;Saint-Thiébaud;71
39497;Saizenay;96
39498;Salans;637
39499;Saligney;191
39500;Salins-les-Bains;2471
39501;Sampans;1143
39502;Santans;276
39503;Sapois;400
39504;Sarrogna;225
39505;Saugeot;57
39507;Séligney;78
39508;Sellières;728
39510;Septmoncel les Molunes;809
39511;Sergenaux;63
39512;Sergenon;54
39513;Sermange;225
39514;Serre-les-Moulières;187
39517;Sirod;539
39518;Songeson;71
39519;Soucia;173
39520;Souvans;505
39522;Supt;106
39523;Syam;185
39525;Tassenières;393
39526;Tavaux;3923
39527;Taxenne;124
39528;Thervay;386
39529;Thésy;65
39530;Thoirette-Coisia;831
39531;Thoiria;184
39532;Thoissia;37
39533;Toulouse-le-Château;213
39534;La Tour-du-Meix;256
39535;Tourmont;450
39537;Trenal;466
39538;Uxelles;62
39539;Vadans;304
39540;Valempoulières;197
39543;Vannoz;219
39545;Le Vaudioux;168
39546;Vaudrey;351
39547;Vaux-lès-Saint-Claude;673
39548;Vaux-sur-Poligny;77
39550;Verges;191
39551;Véria;114
39552;Vernantois;291
39553;Le Vernois;291
39554;Vers-en-Montagne;226
39555;Vers-sous-Sellières;243
39556;Vertamboz;91
39557;Vescles;184
39558;Vevy;303
39559;La Vieille-Loye;393
39560;Villard-Saint-Sauveur;593
39561;Villards-d'Héria;385
39565;Villeneuve-d'Aval;92
39567;Villeneuve-sous-Pymont;294
39568;Villerserine;36
39569;Villers-Farlay;664
39570;Villers-les-Bois;223
39571;Villers-Robert;239
39572;Villette-lès-Arbois;377
39573;Villette-lès-Dole;790
39574;Villevieux;709
39575;Le Villey;91
39576;Val-Sonnette;942
39577;Vincent-Froideville;392
39579;Viry;883
39581;Vitreux;264
39582;Voiteur;784
39583;Vosbles-Valfin;185
39584;Vriange;161
39585;Vulvoz;20
39586;Aresches;28
40001;Aire-sur-l'Adour;6220
40002;Amou;1560
40003;Angoumé;268
40004;Angresse;2207
40005;Arboucave;208
40006;Arengosse;709
40007;Argelos;164
40008;Argelouse;101
40011;Arsague;335
40012;Artassenx;260
40013;Arthez-d'Armagnac;95
40014;Arue;358
40015;Arx;44
40016;Aubagnan;267
40017;Audignon;390
40018;Audon;399
40019;Aureilhan;1062
40020;Aurice;629
40021;Azur;942
40022;Bahus-Soubiran;392
40023;Baigts;339
40024;Banos;262
40025;Bascons;856
40026;Bas-Mauco;388
40027;Bassercles;154
40028;Bastennes;250
40029;Bats;321
40030;Baudignan;52
40031;Bégaar;1215
40032;Belhade;215
40033;Bélis;161
40034;Bélus;610
40035;Bénesse-lès-Dax;566
40036;Bénesse-Maremne;3735
40037;Benquet;1906
40038;Bergouey;109
40039;Betbezer-d'Armagnac;143
40040;Beylongue;387
40041;Beyries;125
40042;Biarrotte;345
40043;Bias;765
40044;Biaudos;988
40046;Biscarrosse;14551
40047;Bonnegarde;259
40049;Bordères-et-Lamensans;384
40050;Bostens;207
40051;Bougue;860
40052;Bourdalat;207
40053;Bourriot-Bergonce;313
40054;Brassempouy;267
40055;Bretagne-de-Marsan;1635
40056;Brocas;745
40057;Buanes;244
40058;Cachen;228
40059;Cagnotte;770
40060;Callen;137
40061;Campagne;989
40062;Campet-et-Lamolère;531
40063;Candresse;850
40064;Canenx-et-Réaut;169
40065;Capbreton;9185
40066;Carcarès-Sainte-Croix;547
40067;Carcen-Ponson;634
40068;Cassen;589
40069;Castaignos-Souslens;419
40070;Castandet;413
40071;Castelnau-Chalosse;596
40072;Castelnau-Tursan;185
40073;Castelner;119
40074;Castel-Sarrazin;574
40075;Castets;2505
40076;Cauna;430
40077;Cauneille;797
40078;Caupenne;391
40079;Cazalis;136
40080;Cazères-sur-l'Adour;1127
40081;Cère;412
40082;Classun;248
40083;Clèdes;123
40084;Clermont;749
40085;Commensacq;429
40086;Coudures;543
40087;Créon-d'Armagnac;344
40088;Dax;21347
40089;Doazit;854
40090;Donzacq;458
40091;Duhort-Bachen;664
40092;Dumes;236
40093;Escalans;250
40094;Escource;774
40095;Estibeaux;699
40096;Estigarde;100
40097;Eugénie-les-Bains;473
40098;Eyres-Moncube;350
40099;Fargues;316
40100;Le Frêche;410
40101;Gaas;471
40102;Gabarret;1279
40103;Gaillères;640
40104;Gamarde-les-Bains;1518
40105;Garein;430
40106;Garrey;216
40108;Gastes;897
40109;Gaujacq;434
40110;Geaune;756
40111;Geloux;699
40112;Gibret;99
40113;Goos;530
40114;Gourbera;359
40115;Gousse;282
40116;Gouts;273
40117;Grenade-sur-l'Adour;2430
40118;Habas;1463
40119;Hagetmau;4620
40120;Hastingues;601
40121;Hauriet;276
40122;Haut-Mauco;983
40123;Herm;1175
40124;Herré;140
40125;Heugas;1375
40126;Hinx;1891
40127;Hontanx;613
40128;Horsarrieu;695
40129;Josse;958
40130;Labastide-Chalosse;164
40131;Labastide-d'Armagnac;688
40132;Labatut;1409
40133;Labenne;7007
40134;Labouheyre;2839
40135;Labrit;856
40136;Lacajunte;152
40137;Lacquy;287
40138;Lacrabe;285
40139;Laglorieuse;579
40140;Lagrange;194
40141;Lahosse;289
40142;Laluque;1070
40143;Lamothe;302
40144;Larbey;242
40145;Larrivière-Saint-Savin;589
40146;Latrille;167
40147;Laurède;368
40148;Lauret;80
40149;Lencouacq;375
40150;Léon;2057
40151;Lesgor;428
40152;Lesperon;1027
40153;Le Leuy;228
40154;Lévignacq;328
40155;Linxe;1541
40156;Liposthey;579
40157;Lit-et-Mixe;1690
40158;Losse;278
40159;Louer;326
40160;Lourquen;182
40161;Lubbon;82
40162;Lucbardez-et-Bargues;570
40163;Lüe;597
40164;Retjons;341
40165;Luglon;377
40166;Lussagnet;75
40167;Luxey;655
40168;Magescq;2493
40169;Maillas;126
40170;Maillères;231
40171;Mano;124
40172;Mant;269
40173;Marpaps;138
40174;Mauries;85
40175;Maurrin;446
40176;Mauvezin-d'Armagnac;92
40177;Maylis;308
40178;Mazerolles;656
40179;Mées;1904
40180;Meilhan;1176
40181;Messanges;991
40182;Mézos;841
40183;Mimbaste;982
40184;Mimizan;7364
40185;Miramont-Sensacq;350
40186;Misson;832
40187;Moliets-et-Maa;1264
40188;Momuy;478
40189;Monget;79
40190;Monségur;391
40191;Montaut;613
40192;Mont-de-Marsan;30674
40193;Montégut;77
40194;Montfort-en-Chalosse;1207
40195;Montgaillard;601
40196;Montsoué;563
40197;Morcenx-la-Nouvelle;4989
40198;Morganx;171
40199;Mouscardès;269
40200;Moustey;712
40201;Mugron;1318
40202;Narrosse;3295
40203;Nassiet;322
40204;Nerbis;266
40205;Nousse;246
40206;Oeyregave;310
40207;Oeyreluy;1508
40208;Onard;370
40209;Ondres;5855
40210;Onesse-Laharie;1045
40211;Orist;764
40212;Orthevielle;1040
40213;Orx;645
40214;Ossages;495
40215;Ousse-Suzan;286
40216;Ozourt;196
40217;Parentis-en-Born;7195
40218;Parleboscq;471
40219;Payros-Cazautets;106
40220;Pécorade;136
40221;Perquie;341
40222;Pey;788
40223;Peyre;234
40224;Peyrehorade;3673
40225;Philondenx;193
40226;Pimbo;201
40227;Pissos;1468
40228;Pomarez;1579
40229;Pontenx-les-Forges;1698
40230;Pontonx-sur-l'Adour;2932
40231;Port-de-Lanne;1217
40232;Poudenx;220
40233;Pouillon;3128
40234;Pouydesseaux;889
40235;Poyanne;695
40236;Poyartin;773
40237;Préchacq-les-Bains;789
40238;Pujo-le-Plan;614
40239;Puyol-Cazalet;102
40240;Renung;500
40242;Rimbez-et-Baudiets;104
40243;Rion-des-Landes;3084
40244;Rivière-Saas-et-Gourby;1374
40245;Roquefort;1957
40246;Sabres;1165
40247;Saint-Agnet;184
40248;Saint-André-de-Seignanx;1881
40249;Saint-Aubin;500
40250;Saint-Avit;698
40251;Saint-Barthélemy;430
40252;Sainte-Colombe;622
40253;Saint-Cricq-Chalosse;651
40254;Saint-Cricq-du-Gave;438
40255;Saint-Cricq-Villeneuve;468
40256;Saint-Étienne-d'Orthe;719
40257;Sainte-Eulalie-en-Born;1398
40258;Sainte-Foy;252
40259;Saint-Gein;428
40260;Saint-Geours-d'Auribat;413
40261;Saint-Geours-de-Maremne;2868
40262;Saint-Gor;314
40263;Saint-Jean-de-Lier;409
40264;Saint-Jean-de-Marsacq;1779
40265;Saint-Julien-d'Armagnac;111
40266;Saint-Julien-en-Born;1689
40267;Saint-Justin;1009
40268;Saint-Laurent-de-Gosse;717
40269;Saint-Lon-les-Mines;1238
40270;Saint-Loubouer;442
40271;Sainte-Marie-de-Gosse;1214
40272;Saint-Martin-de-Hinx;1717
40273;Saint-Martin-de-Seignanx;6076
40274;Saint-Martin-d'Oney;1366
40275;Saint-Maurice-sur-Adour;621
40276;Saint-Michel-Escalus;316
40277;Saint-Pandelon;709
40278;Saint-Paul-en-Born;980
40279;Saint-Paul-lès-Dax;14317
40280;Saint-Perdon;1725
40281;Saint-Pierre-du-Mont;9871
40282;Saint-Sever;4983
40283;Saint-Vincent-de-Paul;3360
40284;Saint-Vincent-de-Tyrosse;7956
40285;Saint-Yaguen;630
40286;Samadet;1131
40287;Sanguinet;4582
40288;Sarbazan;1154
40289;Sarraziet;248
40290;Sarron;106
40291;Saubion;1791
40292;Saubrigues;1571
40293;Saubusse;1097
40294;Saugnac-et-Cambran;1566
40295;Saugnac-et-Muret;1214
40296;Seignosse;3900
40297;Le Sen;227
40298;Serres-Gaston;398
40299;Serreslous-et-Arribans;189
40300;Seyresse;1016
40301;Siest;138
40303;Solférino;348
40304;Soorts-Hossegor;3520
40305;Sorbets;188
40306;Sorde-l'Abbaye;628
40307;Sore;1162
40308;Sort-en-Chalosse;891
40309;Souprosse;1128
40310;Soustons;8421
40311;Taller;668
40312;Tarnos;12920
40313;Tartas;3191
40314;Tercis-les-Bains;1307
40315;Téthieu;768
40316;Tilh;842
40317;Tosse;3348
40318;Toulouzette;316
40319;Trensacq;270
40320;Uchacq-et-Parentis;606
40321;Urgons;240
40322;Uza;196
40323;Vert;242
40324;Vicq-d'Auribat;253
40325;Vielle-Tursan;280
40326;Vielle-Saint-Girons;1441
40327;Vielle-Soubiran;221
40328;Vieux-Boucau-les-Bains;1660
40329;Le Vignau;493
40330;Villenave;310
40331;Villeneuve-de-Marsan;2465
40332;Ychoux;2339
40333;Ygos-Saint-Saturnin;1344
40334;Yzosse;380
41001;Ambloy;189
41002;Angé;805
41003;Areines;587
41004;Artins;263
41006;Autainville;436
41007;Authon;746
41008;Avaray;699
41009;Averdon;677
41010;Azé;1002
41012;Baillou;200
41013;Bauzy;273
41014;Beauchêne;157
41016;Billy;1079
41017;Binas;643
41018;Blois;46813
41019;Boisseau;99
41020;Bonneveau;456
41022;Bouffry;134
41024;Boursay;179
41025;Bracieux;1331
41026;Brévainville;165
41027;Briou;144
41028;Busloup;486
41029;Candé-sur-Beuvron;1510
41030;Cellé;225
41031;Cellettes;2686
41032;Chailles;2691
41034;Chambord;95
41035;Champigny-en-Beauce;619
41036;Chaon;445
41037;La Chapelle-Enchérie;211
41038;La Chapelle-Montmartin;409
41039;La Chapelle-Saint-Martin-en-Plaine;681
41040;La Chapelle-Vendômoise;798
41041;La Chapelle-Vicomtesse;156
41042;Châteauvieux;533
41043;Châtillon-sur-Cher;1677
41044;Châtres-sur-Cher;1122
41045;Chaumont-sur-Loire;1086
41046;Chaumont-sur-Tharonne;1054
41047;La Chaussée-Saint-Victor;4497
41048;Chauvigny-du-Perche;228
41049;Chémery;931
41050;Cheverny;908
41051;Chissay-en-Touraine;1070
41052;Chitenay;1123
41053;Choue;521
41054;Choussy;347
41055;Valloire-sur-Cisse;2418
41057;Conan;164
41058;Concriers;192
41059;Le Controis-en-Sologne;6719
41060;Cormenon;700
41061;Cormeray;1560
41062;Couddes;540
41063;Couffy;496
41065;Coulommiers-la-Tour;575
41066;Courbouzon;428
41067;Cour-Cheverny;2793
41068;Courmemin;495
41069;Cour-sur-Loire;246
41070;Vallée-de-Ronsard;519
41071;Crouy-sur-Cosson;534
41072;Crucheray;412
41073;Danzé;671
41074;Dhuizon;1204
41075;Droué;1017
41077;Épiais;123
41078;Épuisay;827
41079;Les Essarts;99
41080;Faverolles-sur-Cher;1401
41081;Faye;222
41083;La Ferté-Beauharnais;564
41084;La Ferté-Imbault;954
41085;La Ferté-Saint-Cyr;1058
41086;Fontaines-en-Sologne;648
41087;Fontaine-les-Coteaux;327
41088;Fontaine-Raoul;238
41089;La Fontenelle;204
41090;Fortan;250
41091;Fossé;1287
41093;Françay;272
41094;Fresnes;1186
41095;Fréteval;1059
41096;Le Gault-du-Perche;327
41097;Gièvres;2311
41098;Gombergean;166
41099;Gy-en-Sologne;494
41100;Les Hayes;168
41101;Herbault;1145
41102;Houssay;378
41103;Huisseau-en-Beauce;409
41104;Huisseau-sur-Cosson;2308
41105;Josnes;850
41106;Lamotte-Beuvron;4565
41107;Lancé;477
41108;Lancôme;122
41109;Landes-le-Gaulois;733
41110;Langon-sur-Cher;829
41112;Lassay-sur-Croisne;245
41113;Lavardin;176
41114;Lestiou;285
41115;Lignières;400
41116;Lisle;190
41118;Loreux;210
41119;Lorges;348
41120;Lunay;1248
41121;La Madeleine-Villefrouin;32
41122;Maray;231
41123;Marchenoir;682
41124;Marcilly-en-Beauce;324
41125;Marcilly-en-Gault;730
41126;Mareuil-sur-Cher;1159
41127;La Marolle-en-Sologne;350
41128;Marolles;719
41129;Maslives;679
41130;Maves;663
41131;Mazangé;823
41132;Méhers;313
41134;Menars;630
41135;Mennetou-sur-Cher;875
41136;Mer;6235
41137;Mesland;560
41138;Meslay;307
41139;Meusnes;1066
41140;Millançay;713
41141;Moisy;352
41142;Valencisse;2315
41143;Mondoubleau;1308
41144;Monteaux;719
41145;Monthou-sur-Bièvre;794
41146;Monthou-sur-Cher;959
41147;Les Montils;1904
41148;Montlivault;1294
41149;Montoire-sur-le-Loir;3666
41150;Mont-près-Chambord;3333
41151;Montrichard Val de Cher;3645
41152;Montrieux-en-Sologne;634
41153;Montrouveau;145
41154;Morée;1078
41155;Muides-sur-Loire;1236
41156;Mulsans;521
41157;Mur-de-Sologne;1513
41158;Naveil;2430
41159;Neung-sur-Beuvron;1260
41160;Neuvy;321
41161;Nouan-le-Fuzelier;2288
41163;Nourray;122
41164;Noyers-sur-Cher;2677
41166;Oisly;388
41167;Veuzain-sur-Loire;3364
41168;Orçay;225
41171;Oucques La Nouvelle;1674
41172;Ouzouer-le-Doyen;224
41173;Beauce la Romaine;3393
41174;Périgny;171
41175;Pezou;1110
41176;Pierrefitte-sur-Sauldre;738
41177;Le Plessis-Dorin;154
41178;Le Plessis-l'Échelle;58
41179;Le Poislay;192
41180;Pontlevoy;1515
41181;Pouillé;802
41182;Pray;279
41184;Prunay-Cassereau;596
41185;Pruniers-en-Sologne;2290
41186;Rahart;298
41187;Renay;177
41188;Rhodon;117
41189;Rilly-sur-Loire;465
41190;Rocé;221
41191;Roches;66
41192;Les Roches-l'Évêque;277
41193;Romilly;148
41194;Romorantin-Lanthenay;18115
41195;Rougeou;147
41196;Ruan-sur-Egvonne;79
41198;Saint-Aignan;2821
41199;Saint-Amand-Longpré;1209
41200;Sainte-Anne;477
41201;Saint-Arnoult;319
41203;Saint-Bohaire;491
41204;Saint-Claude-de-Diray;1780
41205;Saint-Cyr-du-Gault;175
41206;Saint-Denis-sur-Loire;882
41207;Saint-Dyé-sur-Loire;1138
41208;Saint-Étienne-des-Guérets;114
41209;Saint-Firmin-des-Prés;775
41211;Saint-Georges-sur-Cher;2723
41212;Saint-Gervais-la-Forêt;3159
41213;Saint-Gourgon;97
41214;Saint-Hilaire-la-Gravelle;661
41215;Saint-Jacques-des-Guérets;94
41216;Saint-Jean-Froidmentel;525
41217;Saint-Julien-de-Chédon;763
41218;Saint-Julien-sur-Cher;763
41219;Saint-Laurent-des-Bois;323
41220;Saint-Laurent-Nouan;4274
41221;Saint-Léonard-en-Beauce;642
41222;Saint-Loup;367
41223;Saint-Lubin-en-Vergonnois;777
41224;Saint-Marc-du-Cor;178
41225;Saint-Martin-des-Bois;581
41226;Saint-Ouen;3024
41228;Saint-Rimay;294
41229;Saint-Romain-sur-Cher;1447
41230;Saint-Sulpice-de-Pommeray;1842
41231;Saint-Viâtre;1183
41232;Salbris;4897
41233;Sambin;872
41234;Santenay;289
41235;Sargé-sur-Braye;983
41236;Sasnières;88
41237;Sassay;1078
41238;Savigny-sur-Braye;1949
41239;Seigy;994
41241;Selles-Saint-Denis;1341
41242;Selles-sur-Cher;4342
41243;Selommes;801
41245;Séris;381
41246;Seur;479
41247;Soings-en-Sologne;1594
41248;Couëtron-au-Perche;1028
41249;Souesmes;1028
41250;Sougé;471
41251;Souvigny-en-Sologne;524
41252;Suèvres;1538
41253;Talcy;272
41254;Le Temple;178
41255;Ternay;330
41256;Theillay;1247
41258;Thésée;1155
41259;Thoré-la-Rochette;814
41260;Thoury;417
41261;Tourailles;131
41262;Tour-en-Sologne;1126
41265;Troo;277
41266;Valaire;84
41267;Vallières-les-Grandes;939
41268;Veilleins;152
41269;Vendôme;15747
41271;Vernou-en-Sologne;582
41273;Vievy-le-Rayé;461
41274;Villavard;127
41275;La Ville-aux-Clercs;1246
41276;Villebarou;2519
41277;Villebout;117
41278;Villechauve;255
41279;Villedieu-le-Château;387
41280;Villefranche-sur-Cher;2635
41281;Villefrancœur;423
41282;Villeherviers;418
41283;Villemardy;273
41284;Villeneuve-Frouville;67
41285;Villeny;487
41286;Villeporcher;147
41287;Villerable;491
41288;Villerbon;819
41289;Villermain;388
41290;Villeromain;228
41291;Villetrun;315
41292;Villexanton;200
41293;Villiersfaux;244
41294;Villiers-sur-Loir;1102
41295;Vineuil;8067
41296;Vouzon;1434
41297;Yvoy-le-Marron;768
42001;Aboën;473
42002;Ailleux;182
42003;Ambierle;1884
42005;Andrézieux-Bouthéon;10187
42006;Apinac;410
42007;Arcinges;217
42008;Arcon;113
42009;Arthun;521
42010;Aveizieux;1686
42011;Balbigny;2848
42012;Bard;685
42013;Bellegarde-en-Forez;1991
42014;Belleroche;313
42015;Belmont-de-la-Loire;1448
42016;La Bénisson-Dieu;421
42017;Le Bessat;502
42018;Bessey;463
42019;Boën-sur-Lignon;3029
42020;Boisset-lès-Montrond;1199
42021;Boisset-Saint-Priest;1264
42022;Bonson;4363
42023;Bourg-Argental;2949
42025;Boyer;196
42026;Briennon;1724
42027;Bully;415
42028;Burdignes;397
42029;Bussières;1521
42030;Bussy-Albieux;538
42031;Caloire;314
42032;Cellieu;1706
42033;Le Cergne;619
42034;Cervières;101
42035;Cezay;211
42036;Chagnon;513
42037;Chalain-d'Uzore;647
42038;Chalain-le-Comtal;730
42039;Chalmazel-Jeansagnière;449
42040;La Chamba;45
42041;Chambéon;639
42042;Chambles;1068
42043;Chambœuf;1797
42044;Le Chambon-Feugerolles;12066
42045;La Chambonie;38
42046;Champdieu;2006
42047;Champoly;320
42048;Chandon;1458
42049;Changy;670
42050;La Chapelle-en-Lafaye;138
42051;La Chapelle-Villars;538
42052;Charlieu;3712
42053;Châteauneuf;1675
42054;Châtelneuf;355
42055;Châtelus;134
42056;Chavanay;2889
42058;Chazelles-sur-Lavieu;250
42059;Chazelles-sur-Lyon;5472
42060;Chenereilles;513
42061;Cherier;538
42062;Chevrières;1160
42063;Chirassimont;394
42064;Chuyer;750
42065;Civens;1432
42066;Cleppé;538
42067;Colombier;295
42068;Combre;417
42069;Commelle-Vernay;3029
42070;Cordelle;935
42071;Le Coteau;6889
42072;La Côte-en-Couzan;63
42073;Cottance;745
42074;Coutouvre;1074
42075;Craintilleux;1349
42076;Cremeaux;911
42077;Croizet-sur-Gand;309
42078;Le Crozet;243
42079;Cuinzier;709
42081;Cuzieu;1523
42083;Dargoire;526
42084;Débats-Rivière-d'Orpra;159
42085;Doizieux;852
42086;Écoche;504
42087;Écotay-l'Olme;1265
42088;Épercieux-Saint-Paul;757
42089;Essertines-en-Châtelneuf;652
42090;Essertines-en-Donzy;484
42091;Estivareilles;696
42092;L'Étrat;2778
42093;Farnay;1360
42094;Feurs;8338
42095;Firminy;17137
42096;Fontanès;680
42097;La Fouillouse;4655
42098;Fourneaux;571
42099;Fraisses;3779
42100;La Gimond;278
42101;Graix;139
42102;Grammond;886
42103;La Grand-Croix;5026
42104;La Gresle;865
42105;Grézieux-le-Fromental;253
42106;Grézolles;239
42107;Gumières;320
42108;L'Hôpital-le-Grand;1092
42109;L'Hôpital-sous-Rochefort;107
42110;L'Horme;4845
42112;Jarnosse;406
42113;Jas;239
42115;Jonzieux;1228
42116;Juré;246
42117;Lavieu;112
42118;Lay;750
42119;Leigneux;359
42120;Lentigny;1794
42121;Lérigneux;166
42122;Lézigneux;1736
42123;Lorette;4817
42124;Lupé;302
42125;Luré;138
42126;Luriecq;1268
42127;Mably;7382
42128;Machézal;398
42129;Maclas;1834
42130;Magneux-Haute-Rive;561
42131;Maizilly;324
42132;Malleval;590
42133;Marcenod;691
42134;Marcilly-le-Châtel;1390
42135;Marclopt;542
42136;Marcoux;780
42137;Margerie-Chantagret;823
42138;Maringes;675
42139;Marlhes;1338
